"youtube_id","published_at","updated_at","view_count","like_count","dislike_count","favourite_count","comment_count","duration","transcript","annotation"
"7PM4rNDr4oI","","","","","","","","","","neutral"
"zlxtW-pIJjA","","","","","","","","","","neutral"
"2eAPg2SSXyg","","","","","","","","","","neutral"
"WRADEtBzQFc","","","","","","","","","","neutral"
"mi-_VqYODLw","","","","","","","","","","neutral"
"rK6wMeSJH5E","","","","","","","","","","neutral"
"WRrZu5on2Hc","","","","","","","","","","neutral"
"awLnur5Yt9o","","","","","","","","","","neutral"
"6vj96QetfTg","","","","","","","","","","neutral"
"TlZN8-lwoMQ","","","","","","","","","","neutral"
"hGJNIxj4KZE","","","","","","","","","","neutral"
"4FdEOxKpk70","","","","","","","","","","neutral"
"rD7lARdorUA","","","","","","","","","","neutral"
"1kJlIMgYDA4","","","","","","","","","","neutral"
"giko1wvkarA","","","","","","","","","","neutral"
"xeXdfG-Nbpw","","","","","","","","","","neutral"
"DqbvsDt_D3o","","","","","","","","","","neutral"
"6SuNPI6Y6K8","","","","","","","","","","neutral"
"89G749GrtBQ","","","","","","","","","","neutral"
"ZVcRO_iTrhc","","","","","","","","","","neutral"
"6avJHaC3C2U","","","","","","","","","","neutral"
"lNlR3lfnLR8","","","","","","","","","","neutral"
"stJ0TvOdH4Y","","","","","","","","","","neutral"
"p0Bx6UtherQ","","","","","","","","","","neutral"
"K0Cxfc5Whqk","","","","","","","","","","neutral"
"qNCHu3qn-PU","","","","","","","","","","neutral"
"20iB09b7Ycc","","","","","","","","","","neutral"
"3Nvclo48GPI","","","","","","","","","","neutral"
"NSUjXhWuGSc","","","","","","","","","","neutral"
"NoFCyKTb4Bw","","","","","","","","","","neutral"
"zIwLWfaAg-8","","","","","","","","","","neutral"
"lXTkXYjO6u0","","","","","","","","","","neutral"
"Dcc3Hq4gjW4","","","","","","","","","","neutral"
"0LQkpu3wu2c","","","","","","","","","","neutral"
"Cm1j1fpldkc","","","","","","","","","","neutral"
"-h4Eu-Ynysk","","","","","","","","","","neutral"
"Qz0Dg5gIjhw","","","","","","","","","","neutral"
"R-XDCZhOnIo","","","","","","","","","","neutral"
"bUhZmO6P0NU","","","","","","","","","","neutral"
"QxvnEwvgfeI","","","","","","","","","","neutral"
"CcpzBDTbniE","","","","","","","","","","neutral"
"7W-xxpXzAC0","","","","","","","","","","neutral"
"VkuNWDG3yNM","","","","","","","","","","neutral"
"6xV1l-BrmTU","","","","","","","","","","neutral"
"vzYwCmDDSLA","","","","","","","","","","neutral"
"EVBCLAaflaw","","","","","","","","","","neutral"
"0v6KBGr5IzY","","","","","","","","","","neutral"
"VHcgnRl2xPM","","","","","","","","","","neutral"
"gWbaUfFfhlY","","","","","","","","","","neutral"
"K1VTt_THL4A","","","","","","","","","","neutral"
"6eS17F7nuTM","","","","","","","","","","neutral"
"SPM4hz0HYbQ","","","","","","","","","","neutral"
"w_Ma8oQLmSM","","","","","","","","","","neutral"
"aO7_indbfME","","","","","","","","","","neutral"
"lpI575rjPEM","","","","","","","","","","neutral"
"cqNrLObX-mA","","","","","","","","","","neutral"
"ilj8fZroRw0","","","","","","","","","","neutral"
"AMlfhlzs67E","","","","","","","","","","neutral"
"EBQ4YkTp1NI","","","","","","","","","","neutral"
"CBwC_eCMXAE","","","","","","","","","","neutral"
"gl6Iz4dXGdg","","","","","","","","","","neutral"
"zi-f_J6hV-g","","","","","","","","","","neutral"
"Ikq0iP4F_vE","","","","","","","","","","neutral"
"5fbvquHSPJU","","","","","","","","","","neutral"
"VWqACvTknls","","","","","","","","","","neutral"
"7fBA4aQk96k","","","","","","","","","","neutral"
"85yLmhCD0ZU","","","","","","","","","","neutral"
"JmSXo0XdWoA","","","","","","","","","","neutral"
"lQ435lMaCng","","","","","","","","","","neutral"
"7tqypS2cm0g","","","","","","","","","","neutral"
"oMkmjg-qZRk","","","","","","","","","","neutral"
"tuB2L6SN6Lg","","","","","","","","","","neutral"
"XFnGhrC_3Gs","","","","","","","","","","neutral"
"iBbVCfJfQQY","","","","","","","","","","neutral"
"5U-yqm9H_Sg","","","","","","","","","","neutral"
"Pc0ZHsoHAlE","","","","","","","","","","neutral"
"bczHLJ6ClbQ","","","","","","","","","","neutral"
"7hGqq35EocY","","","","","","","","","","neutral"
"ms8nkQ38A7g","","","","","","","","","","neutral"
"zpQYsk-8dWg","","","","","","","","","","neutral"
"AfygCVvW-lc","","","","","","","","","","neutral"
"RuP81QTWq-4","","","","","","","","","","neutral"
"EuwmWnphqII","","","","","","","","","","neutral"
"QbxinUJcLGg","","","","","","","","","","neutral"
"10HSSmoRM7I","","","","","","","","","","neutral"
"NJd6RKsY5H4","","","","","","","","","","neutral"
"vOjMQT5dvN8","","","","","","","","","","neutral"
"fc2Y2EhmTOE","","","","","","","","","","neutral"
"veMFCFyOwFI","","","","","","","","","","neutral"
"wJtfWZGxnGI","","","","","","","","","","neutral"
"xl9RaHE9ZpI","","","","","","","","","","neutral"
"VveRmJpFW6o","","","","","","","","","","neutral"
"SPqxcNRgL_8","","","","","","","","","","neutral"
"u1rTgYpEkuo","","","","","","","","","","neutral"
"UYdaD6uWdV4","","","","","","","","","","neutral"
"7W5EQiyfW-Q","","","","","","","","","","neutral"
"oAkre5k54sI","","","","","","","","","","neutral"
"mvKgj_EjUDw","","","","","","","","","","neutral"
"RcMvyGeV_6w","","","","","","","","","","neutral"
"BTIfGFJqLko","","","","","","","","","","neutral"
"oCQg0iGz3zA","","","","","","","","","","neutral"
"qc1WhS3qskU","","","","","","","","","","neutral"
"gbrcRKqLSRw","","","","","","","","","","neutral"
"EEogeIIOJzU","","","","","","","","","","neutral"
"xTeW-wkin6A","","","","","","","","","","neutral"
"Ubknv_CxSUY","","","","","","","","","","neutral"
"gpjYtAB9i2w","","","","","","","","","","neutral"
"0cS1SMptlnQ","","","","","","","","","","neutral"
"bYj4cDmilxc","","","","","","","","","","neutral"
"P7QWifeY2_A","","","","","","","","","","neutral"
"0qB0ch4PIGg","","","","","","","","","","neutral"
"ehby1npFCnk","","","","","","","","","","neutral"
"sBciZFE8lAw","","","","","","","","","","neutral"
"nZrfg-2bTTQ","","","","","","","","","","neutral"
"DgoytQ0qY1A","","","","","","","","","","neutral"
"qgzC4wYn_3g","","","","","","","","","","neutral"
"AcO4TnrskE0","","","","","","","","","","neutral"
"MPb1VNt2EOo","","","","","","","","","","neutral"
"YJQSuUZdcV4","","","","","","","","","","neutral"
"KLODGhEyLvk","","","","","","","","","","neutral"
"5_A8dq2fA5o","","","","","","","","","","neutral"
"s7gDXtRS0jo","","","","","","","","","","neutral"
"YlaWGd1cUms","","","","","","","","","","neutral"
"sHm0xwDUC-8","","","","","","","","","","neutral"
"Bd8_vO5zrjo","","","","","","","","","","neutral"
"EcMKLwVlpJk","","","","","","","","","","neutral"
"srksXVEkfAs","","","","","","","","","","neutral"
"_vrrfRnqqus","","","","","","","","","","neutral"
"kch4Z1GpNOQ","","","","","","","","","","neutral"
"vHn9AWYU0Hg","","","","","","","","","","neutral"
"LTllC7TbM8M","","","","","","","","","","neutral"
"p81FTsW6TyQ","","","","","","","","","","neutral"
"JbW0agGFv88","","","","","","","","","","neutral"
"q297yjWYpxs","","","","","","","","","","neutral"
"CFtsHf1lVI4","","","","","","","","","","neutral"
"KOB4V-ukpBI","","","","","","","","","","neutral"
"-avpx8UTakI","","","","","","","","","","neutral"
"r-5_TrtuqHc","","","","","","","","","","neutral"
"K8Z9Kqhrh5c","","","","","","","","","","neutral"
"bpAi70WWBlw","","","","","","","","","","neutral"
"yqaHXKLRKzg","","","","","","","","","","neutral"
"bSAgHvETNSg","","","","","","","","","","neutral"
"PTuawY8Qnz8","","","","","","","","","","neutral"
"aNghg1Y-WIc","","","","","","","","","","neutral"
"G0XNiu-yutk","","","","","","","","","","neutral"
"wgSZA3NPpBs","","","","","","","","","","neutral"
"_qiVBOqNiOs","","","","","","","","","","neutral"
"T7cxXHSouqs","","","","","","","","","","neutral"
"CP5Ro3oy-ec","","","","","","","","","","neutral"
"tr1Loa7r7sY","","","","","","","","","","neutral"
"P_6vDLq64gE","","","","","","","","","","neutral"
"Qyrrdoqspdg","","","","","","","","","","neutral"
"ew064gt2thY","","","","","","","","","","neutral"
"I54vTNjgXT0","","","","","","","","","","neutral"
"mUqeBMP8nEg","","","","","","","","","","neutral"
"gKkCLZzgF1A","","","","","","","","","","neutral"
"Fi66wFfOC-4","","","","","","","","","","neutral"
"iJkqq3W5gKY","","","","","","","","","","neutral"
"elHK6hlnuc0","","","","","","","","","","neutral"
"X2PJSgZQG_w","","","","","","","","","","neutral"
"seiIj_hKKEU","","","","","","","","","","neutral"
"GxSN4ip_F6M","","","","","","","","","","neutral"
"lqj-n921PpA","","","","","","","","","","neutral"
"cA_8I5hjNO0","","","","","","","","","","neutral"
"D24E4F90HTo","","","","","","","","","","neutral"
"-oKLURMqEB8","","","","","","","","","","neutral"
"3WMuzhQXJoY","","","","","","","","","","neutral"
"92UfAJr7790","","","","","","","","","","neutral"
"M7hOpT0lPGI","","","","","","","","","","neutral"
"dWndMchQre8","","","","","","","","","","neutral"
"SimIS_cQ6ko","","","","","","","","","","neutral"
"Sx6vuSr9l34","","","","","","","","","","neutral"
"fArB5Jz2wos","","","","","","","","","","neutral"
"7YLm3pkAiJQ","","","","","","","","","","neutral"
"45odEv_1DAY","","","","","","","","","","neutral"
"16z2wqAVtkc","","","","","","","","","","neutral"
"vx0rlVap194","","","","","","","","","","neutral"
"OnjI-FBdRTQ","","","","","","","","","","neutral"
"0pOI2YvVuuE","","","","","","","","","","neutral"
"DTepA-WV_oE","","","","","","","","","","neutral"
"p_HkLNi8cfU","","","","","","","","","","neutral"
"o76J9KwR_DM","","","","","","","","","","neutral"
"7b17PaFqnIA","","","","","","","","","","neutral"
"0H5QZvOqlJM","","","","","","","","","","neutral"
"J1qb_uHpJ8Q","","","","","","","","","","neutral"
"RCRTgtpC-Go","","","","","","","","","","neutral"
"uCu7IT81gh8","","","","","","","","","","neutral"
"fy-zy9FQahY","","","","","","","","","","neutral"
"lYQGtyQY7xo","","","","","","","","","","neutral"
"e28DrQzlteI","","","","","","","","","","neutral"
"OQk5Qw8hHGA","","","","","","","","","","neutral"
"LHFhnnTWMgI","","","","","","","","","","neutral"
"AvVg6Vi8NZ8","","","","","","","","","","neutral"
"5OtKEetGy2Y","","","","","","","","","","neutral"
"Y47TatyJ3Mk","","","","","","","","","","neutral"
"mZGtr8EN2dE","","","","","","","","","","neutral"
"QCBUx4g5H04","","","","","","","","","","neutral"
"qRKScRgsUaE","","","","","","","","","","neutral"
"rUKTIt5GQrM","","","","","","","","","","neutral"
"ieIFtjnBfJU","","","","","","","","","","neutral"
"GJoDRUybisw","","","","","","","","","","neutral"
"Z3RzNEzJyzo","","","","","","","","","","neutral"
"BXlnrFpCu0c","","","","","","","","","","neutral"
"ZfiiIS0kRcU","","","","","","","","","","neutral"
"t8Hp9ZqVxGA","","","","","","","","","","neutral"
"ZnneC0tviTE","","","","","","","","","","neutral"
"9RM5HM37CwI","","","","","","","","","","neutral"
"gG_4ObAgIao","","","","","","","","","","neutral"
"IrsLca4usro","","","","","","","","","","neutral"
"hIWu8rbWLGo","","","","","","","","","","neutral"
"SMwXKl0odq8","","","","","","","","","","neutral"
"w1KgN4kLP7o","","","","","","","","","","neutral"
"Dt-GUAxmxdk","","","","","","","","","","neutral"
"RxcUz_aLwGE","","","","","","","","","","neutral"
"LpIyaIHsJbc","","","","","","","","","","neutral"
"ML-ZdLehmH0","","","","","","","","","","neutral"
"EGdt2bN0x2o","","","","","","","","","","neutral"
"-L7o6HtX8Vg","","","","","","","","","","neutral"
"Zfn1ZQFJcHw","","","","","","","","","","neutral"
"Qaf6baEu0_w","","","","","","","","","","neutral"
"4atTvitb4Bs","","","","","","","","","","neutral"
"OVQ-3JjjG20","","","","","","","","","","neutral"
"d-xjSJKZbPQ","","","","","","","","","","neutral"
"fWs_z58q5fg","","","","","","","","","","neutral"
"L-x8DYTOv7w","","","","","","","","","","neutral"
"3aYCG4vEe5s","","","","","","","","","","neutral"
"QhVa6XuP2wU","","","","","","","","","","neutral"
"wBDKCYDBmoo","","","","","","","","","","neutral"
"ZoEVJQTUqdw","","","","","","","","","","neutral"
"AUSJ6rqEWUY","","","","","","","","","","neutral"
"H4ThZcq1oJQ","","","","","","","","","","neutral"
"cBBcha8Gwc0","","","","","","","","","","neutral"
"HA5YuwvJkpQ","","","","","","","","","","neutral"
"Ce6szui_4-0","","","","","","","","","","neutral"
"LOY3QH_jOtE","","","","","","","","","","neutral"
"zLuS6UkTbF4","","","","","","","","","","neutral"
"oOyNQUcYfMI","","","","","","","","","","neutral"
"34detVy-Hiw","","","","","","","","","","neutral"
"gMlf1ELvRzc","","","","","","","","","","neutral"
"2wenF0vPOsY","","","","","","","","","","neutral"
"gui_ATdfHx4","","","","","","","","","","debunking"
"ejdlkfXwPQc","","","","","","","","","","neutral"
"a-4FBN8OTkk","","","","","","","","","","neutral"
"-wkdH_wluhw","","","","","","","","","","neutral"
"H62hZJVqs2o","","","","","","","","","","neutral"
"fadUMBuY7Ng","","","","","","","","","","neutral"
"IA8wDOzAcHA","","","","","","","","","","neutral"
"AYyEx20DiKU","","","","","","","","","","neutral"
"IrCQh1usdzE","","","","","","","","","","neutral"
"w3KxBME7DpM","","","","","","","","","","neutral"
"ItPWUem8O7A","","","","","","","","","","neutral"
"FHpvI8oGsuQ","","","","","","","","","","neutral"
"53RX2ESIqsM","","","","","","","","","","neutral"
"EWyw-XvaL4c","","","","","","","","","","neutral"
"DhHOVLBOg7Y","","","","","","","","","","neutral"
"4Ppz_CBSH0M","","","","","","","","","","neutral"
"OwQ9DFeJysw","","","","","","","","","","neutral"
"p79D6u-6pN4","","","","","","","","","","neutral"
"xinYwmF_9A8","","","","","","","","","","neutral"
"LvfK1kZbqEA","","","","","","","","","","neutral"
"RR0R7zsd7D8","","","","","","","","","","neutral"
"-qCKR6wy94U","","","","","","","","","","neutral"
"Qk1CxO9XGyQ","","","","","","","","","","neutral"
"to5qRLRSS7g","","","","","","","","","","neutral"
"sK5BdbUY8LQ","","","","","","","","","","neutral"
"j87ohR_C6I4","","","","","","","","","","neutral"
"QyvWxobqKrc","","","","","","","","","","neutral"
"BjuuqGA-7ZY","","","","","","","","","","neutral"
"dVDhYtQkuO8","","","","","","","","","","neutral"
"yyAeoY7J77I","","","","","","","","","","neutral"
"9WQy4LGUQRg","","","","","","","","","","neutral"
"UipaZddKLVQ","","","","","","","","","","neutral"
"4AgHR6t0iQc","","","","","","","","","","neutral"
"tixOyiR8B-8","","","","","","","","","","neutral"
"M6PHC4p1Ohw","","","","","","","","","","neutral"
"mFP_AjJeP-M","","","","","","","","","","neutral"
"2GbxFIVQv8c","","","","","","","","","","neutral"
"7VbY06j4haI","","","","","","","","","","neutral"
"PeScAapnPGE","","","","","","","","","","neutral"
"6IRWWhQK9wU","","","","","","","","","","neutral"
"x5Efg42-Qn0","","","","","","","","","","neutral"
"jcGlaj22HSE","","","","","","","","","","neutral"
"8KkKuTCFvzI","","","","","","","","","","neutral"
"QCB501FNt5M","","","","","","","","","","neutral"
"esPRsT-lmw8","","","","","","","","","","neutral"
"CuN4YZ7pup0","","","","","","","","","","neutral"
"IhO1FcjDMV4","","","","","","","","","","neutral"
"C9HMifCoSko","","","","","","","","","","neutral"
"hqKafI7Amd8","","","","","","","","","","neutral"
"JG7NDtNFkoU","","","","","","","","","","neutral"
"pO0W5ksqWF8","","","","","","","","","","neutral"
"IJyNoJCAuzA","","","","","","","","","","neutral"
"MxY76XDcD1c","","","","","","","","","","neutral"
"npk34pB5P4A","","","","","","","","","","neutral"
"5eBcKlBaaoc","","","","","","","","","","neutral"
"nEnklxGAmak","","","","","","","","","","neutral"
"YO6utfQm7Bg","","","","","","","","","","neutral"
"FuUwCMpqkUE","","","","","","","","","","neutral"
"Y1LMxu_9cuc","","","","","","","","","","neutral"
"sR6UeVptzRg","","","","","","","","","","neutral"
"wSF82AwSDiU","","","","","","","","","","neutral"
"EIzAshQdWeo","","","","","","","","","","neutral"
"8FD-7GTUslE","","","","","","","","","","neutral"
"TdSIA4G1ZtQ","","","","","","","","","","neutral"
"v_ONFix_e4k","","","","","","","","","","neutral"
"E4katnfHzXA","","","","","","","","","","neutral"
"lfOgm1IcBd0","","","","","","","","","","neutral"
"sH5c-WeE07c","","","","","","","","","","neutral"
"XdOxBCpk39c","","","","","","","","","","neutral"
"tFeAoghc1p0","","","","","","","","","","neutral"
"xiIVs5w4nqE","","","","","","","","","","debunking"
"nxyxcTZccsE","","","","","","","","","","neutral"
"9GorqroigqM","","","","","","","","","","neutral"
"abOuBvUfQk4","","","","","","","","","","neutral"
"MvjqtcHA6oU","","","","","","","","","","neutral"
"ngjQs_QjSwc","","","","","","","","","","neutral"
"D9H9qTdserM","","","","","","","","","","neutral"
"6E-r55HS0j4","","","","","","","","","","neutral"
"WYdi1bL6s10","","","","","","","","","","neutral"
"j4QAA8Fwy1c","","","","","","","","","","neutral"
"SwMHr43fTqE","","","","","","","","","","neutral"
"MWePrOuSeSY","","","","","","","","","","neutral"
"K2RKNVpnK2o","","","","","","","","","","neutral"
"vd2dtkMINIw","","","","","","","","","","neutral"
"6WroiiaVhGo","","","","","","","","","","neutral"
"RpUJfW4WTKw","","","","","","","","","","neutral"
"_dRXA1_e30o","","","","","","","","","","neutral"
"bF3j5UVCSCA","","","","","","","","","","neutral"
"c1yGw_hfEfk","","","","","","","","","","neutral"
"gG97CfBFdS4","","","","","","","","","","neutral"
"mioR_WrkRaU","","","","","","","","","","neutral"
"r8JAi_zaboU","","","","","","","","","","neutral"
"v0tshOxHujQ","","","","","","","","","","neutral"
"_eBACi-WtgE","","","","","","","","","","neutral"
"hn6yLEOdH60","","","","","","","","","","neutral"
"-vvpsIiUVKY","","","","","","","","","","neutral"
"EtIJWSSx6qs","","","","","","","","","","neutral"
"CAOnSbDSaOw","","","","","","","","","","neutral"
"LuZFThlOiJI","","","","","","","","","","neutral"
"dMqeMcIO_9w","","","","","","","","","","neutral"
"cF2dhWWUyQ4","","","","","","","","","","neutral"
"rbnBe-vXGQM","","","","","","","","","","neutral"
"3TdCBuiXrn4","","","","","","","","","","promoting"
"nIKbN5pBSXo","","","","","","","","","","neutral"
"g1_2VoLJ3sE","","","","","","","","","","neutral"
"y_C3M0QkhzY","","","","","","","","","","neutral"
"COxEoW_rsLw","","","","","","","","","","neutral"
"Jv2GG_csUc8","","","","","","","","","","neutral"
"Xx0Yfv42rOg","","","","","","","","","","neutral"
"gD_qru9rYHQ","","","","","","","","","","neutral"
"wlJEGJvI1UA","","","","","","","","","","neutral"
"ONSsgd_5x-g","","","","","","","","","","neutral"
"sfrdDnAopjs","","","","","","","","","","neutral"
"z4rYMHfeh_w","","","","","","","","","","neutral"
"ZqizB87kkhc","","","","","","","","","","neutral"
"7agK0nkiZpA","","","","","","","","","","neutral"
"gwd-wLdIHjs","","","","","","","","","","neutral"
"KLjgBLwH3Wc","","","","","","","","","","neutral"
"967Ckat7f98","","","","","","","","","","neutral"
"oxYU5GNngnk","","","","","","","","","","neutral"
"IfnJi7yLKgE","","","","","","","","","","neutral"
"41n3mDoVbvk","","","","","","","","","","neutral"
"cTvuPYKBtks","","","","","","","","","","neutral"
"e0WZx7lUOrY","","","","","","","","","","neutral"
"dBnniua6-oM","","","","","","","","","","neutral"
"v8CP-rfqp0s","","","","","","","","","","neutral"
"qa7zGZmiLNk","","","","","","","","","","neutral"
"rOauL9VDpSk","","","","","","","","","","neutral"
"gvBOoAjeN2E","","","","","","","","","","neutral"
"WQptarOLSBU","","","","","","","","","","neutral"
"rhhFesQqd1I","","","","","","","","","","neutral"
"fDWEVXhaydc","","","","","","","","","","neutral"
"FEXL5USuDGI","","","","","","","","","","neutral"
"jyzkv5uFGt8","","","","","","","","","","neutral"
"6HBh2xUH6PI","","","","","","","","","","promoting"
"zacqRZH5t5s","","","","","","","","","","neutral"
"oM-FrI5Hqto","","","","","","","","","","neutral"
"iNOE0dZpHcY","","","","","","","","","","neutral"
"LEhyTFD60V0","","","","","","","","","","neutral"
"ryEq5Yov2G0","","","","","","","","","","neutral"
"74F22bjBmqE","","","","","","","","","","neutral"
"7abUCT0hnYY","","","","","","","","","","neutral"
"ifllgTA2pmY","","","","","","","","","","neutral"
"Eql7xtb_-Hg","","","","","","","","","","neutral"
"9nXop2lLDa4","","","","","","","","","","neutral"
"miEngVBrrIc","","","","","","","","","","neutral"
"EABZqi3HtRM","","","","","","","","","","neutral"
"RpwW9Lw2Ku4","","","","","","","","","","neutral"
"fCNuPcf8L00","","","","","","","","","","neutral"
"da1vvigy5tQ","","","","","","","","","","neutral"
"CjOvWYcpRaU","","","","","","","","","","neutral"
"ges5AdZIv_s","","","","","","","","","","neutral"
"-5RCmu-HuTg","","","","","","","","","","neutral"
"d5wfMNNr3ak","","","","","","","","","","neutral"
"gaY4m00wXpw","","","","","","","","","","neutral"
"vdQDvLXLqiM","","","","","","","","","","neutral"
"i1nz5Bkpmcw","","","","","","","","","","neutral"
"7AAUcmyXbg4","","","","","","","","","","neutral"
"pIu14w3zJ_k","","","","","","","","","","neutral"
"et2yca1g0sM","","","","","","","","","","neutral"
"93PUuemIvl0","","","","","","","","","","neutral"
"W8c327UcjLQ","","","","","","","","","","neutral"
"3WRgikuVZpQ","","","","","","","","","","neutral"
"V4JwBgaAEmk","","","","","","","","","","neutral"
"45ey4jgoxeU","","","","","","","","","","neutral"
"8UIZue0sdrw","","","","","","","","","","neutral"
"IM6I-ejDlzo","","","","","","","","","","neutral"
"yGy6c3SHWf0","","","","","","","","","","neutral"
"xQOXbr_AbOc","","","","","","","","","","neutral"
"3AhSNsBs2Y0","","","","","","","","","","neutral"
"6oEtF8FdqpA","","","","","","","","","","neutral"
"CEsonu2kFjY","","","","","","","","","","neutral"
"XCaTQzjX2rQ","","","","","","","","","","neutral"
"Qqc_ExxEcEY","","","","","","","","","","neutral"
"wqKfL3z5yM4","","","","","","","","","","neutral"
"uRMhS6oeehY","","","","","","","","","","neutral"
"BXyfCGDnuWs","","","","","","","","","","neutral"
"jAhjPd4uNFY","","","","","","","","","","neutral"
"A6Dkt7zyImk","","","","","","","","","","neutral"
"0Ljm5i5N6WQ","","","","","","","","","","neutral"
"OjkzfeJz66o","","","","","","","","","","neutral"
"qX6NztnPU-4","","","","","","","","","","neutral"
"vFx-puTB-zM","","","","","","","","","","neutral"
"bYaklzMf5TI","","","","","","","","","","neutral"
"ZFUomLdn9aQ","","","","","","","","","","neutral"
"j314amPw4RQ","","","","","","","","","","neutral"
"LmwgGkJ64CM","","","","","","","","","","neutral"
"RgjO35oLPPU","","","","","","","","","","neutral"
"OFWCbGzxofU","","","","","","","","","","neutral"
"hMgMASVsA9Y","","","","","","","","","","neutral"
"_VZrY2vSbws","","","","","","","","","","neutral"
"EiYm20F9WXU","","","","","","","","","","neutral"
"_UaH98O7ku8","","","","","","","","","","neutral"
"pfE-u2NzyQw","","","","","","","","","","neutral"
"2xsbt3a7K-8","","","","","","","","","","neutral"
"Af2ygn68Pi4","","","","","","","","","","neutral"
"RwUs6pLo0ag","","","","","","","","","","neutral"
"MJZCjLNhpik","","","","","","","","","","neutral"
"yhAyt-1VuCo","","","","","","","","","","neutral"
"DLztFDBK0dY","","","","","","","","","","neutral"
"ifX_JnBfxTY","","","","","","","","","","neutral"
"IVIoC5ROaHk","","","","","","","","","","neutral"
"MICPyrnGYwg","","","","","","","","","","neutral"
"t_YyrMV7SuE","","","","","","","","","","neutral"
"krIgKr3IC7s","","","","","","","","","","neutral"
"BkFDVD_fYdQ","","","","","","","","","","promoting"
"yPj2DnMg4DM","","","","","","","","","","neutral"
"sXp-ZX-NbMI","","","","","","","","","","neutral"
"PY9DcIMGxMs","","","","","","","","","","neutral"
"0AtTM9hgCDw","","","","","","","","","","neutral"
"P0-eNyOjtf0","","","","","","","","","","neutral"
"ieR0CZpzNyQ","","","","","","","","","","neutral"
"DPnWaBsMYnY","","","","","","","","","","promoting"
"_QnRk5zjrtI","","","","","","","","","","neutral"
"uh__BR2cnPg","","","","","","","","","","neutral"
"9AzNEG1GB-k","","","","","","","","","","neutral"
"rW4XFiHUQAs","","","","","","","","","","neutral"
"Yq7Eh6JTKIg","","","","","","","","","","neutral"
"Bchx0mS7XOY","","","","","","","","","","neutral"
"XEVlyP4_11M","","","","","","","","","","neutral"
"wTblbYqQQag","","","","","","","","","","neutral"
"RJam0uafY0U","","","","","","","","","","neutral"
"S93jMOqF-oE","","","","","","","","","","neutral"
"YaDvRdLMkHs","","","","","","","","","","neutral"
"NKEhdsnKKHs","","","","","","","","","","neutral"
"xxtt3D1eiso","","","","","","","","","","neutral"
"nu2BiOrwTR0","","","","","","","","","","neutral"
"uWnwcIdTwuw","","","","","","","","","","neutral"
"kXhJ3hHK9hQ","","","","","","","","","","neutral"
"1Jwo5qc78QU","","","","","","","","","","neutral"
"lzUWVyw_KZY","","","","","","","","","","neutral"
"7e9v_fsZB6A","","","","","","","","","","neutral"
"gs_gY1K1AMU","","","","","","","","","","neutral"
"s6MwGeOm8iI","","","","","","","","","","neutral"
"hsWr_JWTZss","","","","","","","","","","neutral"
"jEEUmfW0qFQ","","","","","","","","","","neutral"
"7avVHQ0cpX0","","","","","","","","","","neutral"
"NquxM9_cT_o","","","","","","","","","","neutral"
"sfqK2PmSFlc","","","","","","","","","","neutral"
"2N04h6XlLqk","","","","","","","","","","neutral"
"1nrv751eH20","","","","","","","","","","neutral"
"DybLUGo8xp0","","","","","","","","","","promoting"
"EUpcI4UAMOo","","","","","","","","","","neutral"
"yw_nqzVfxFQ","","","","","","","","","","neutral"
"npYocgDntyY","","","","","","","","","","neutral"
"ua4QMFQATco","","","","","","","","","","neutral"
"izwomieBwG0","","","","","","","","","","neutral"
"ouAccsTzlGU","","","","","","","","","","neutral"
"oakWgLqCwUc","","","","","","","","","","neutral"
"zQGOcOUBi6s","","","","","","","","","","neutral"
"1AElONvi9WQ","","","","","","","","","","neutral"
"3NHJjEFk32c","","","","","","","","","","neutral"
"viLyfEtLn-M","","","","","","","","","","neutral"
"Q8RXxvylwSs","","","","","","","","","","neutral"
"xuCn8ux2gbs","","","","","","","","","","neutral"
"7Q1xEA9Igbk","","","","","","","","","","neutral"
"zTdv38piRk4","","","","","","","","","","neutral"
"kpDWFN5hQ-M","","","","","","","","","","neutral"
"B_tTymvDWXk","","","","","","","","","","neutral"
"AKB1dyXsTGM","","","","","","","","","","neutral"
"zMs1ue8j9CM","","","","","","","","","","neutral"
"OK-0D931lf8","","","","","","","","","","debunking"
"0KznALZ8ORI","","","","","","","","","","neutral"
"YI3tsmFsrOg","","","","","","","","","","neutral"
"g6iDZspbRMg","","","","","","","","","","neutral"
"AY7wOpn7FP4","","","","","","","","","","neutral"
"i8xwLWb0lLY","","","","","","","","","","neutral"
"zZ3l1jgmYrY","","","","","","","","","","neutral"
"TNQsmPf24go","","","","","","","","","","neutral"
"FO0iG_P0P6M","","","","","","","","","","neutral"
"kLC0cX3rAX0","","","","","","","","","","neutral"
"3kr7C2L6AUA","","","","","","","","","","neutral"
"2epOiiJ0ayk","","","","","","","","","","neutral"
"Qh9KBwqGxTI","","","","","","","","","","neutral"
"urZLTobAfJc","","","","","","","","","","neutral"
"Ih0jxgG0uVY","","","","","","","","","","neutral"
"tFW7orQsBuo","","","","","","","","","","neutral"
"6ranhy8XWj8","","","","","","","","","","neutral"
"Jko5BGhc-Ys","","","","","","","","","","neutral"
"z5ZBkr1epdI","","","","","","","","","","neutral"
"7TmcXYp8xu4","","","","","","","","","","neutral"
"GvtNyOzGogc","","","","","","","","","","neutral"
"BvLf63krM2g","","","","","","","","","","neutral"
